return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-5321,2026-07-06,freigegeben,eingegangen,AB-2026-14364,Eigener Shop,K-13011,Vorkasse,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Mangelhafte Qualitaet,Gutschrift,64.9,kundenretoure
RT-2026-5322,2026-03-21,freigegeben,eingegangen,AB-2026-14366,Eigener Shop,K-14143,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5323,2026-07-05,freigegeben,eingegangen,AB-2026-14367,Eigener Shop,K-14829,Rechnungskauf,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5324,2026-01-31,freigegeben,eingegangen,AB-2026-14369,Eigener Shop,K-10572,PayPal,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5325,2026-02-15,freigegeben,eingegangen,AB-2026-14370,Eigener Shop,K-19109,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5326,2026-02-28,freigegeben,eingegangen,AB-2026-14373,Eigener Shop,K-12478,Vorkasse,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5327,2026-03-30,freigegeben,eingegangen,AB-2026-14375,Zalando,K-14149,Kreditkarte,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5328,2026-04-15,freigegeben,eingegangen,AB-2026-14382,Eigener Shop,K-11275,Rechnungskauf,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-5329,2026-05-22,freigegeben,eingegangen,AB-2026-14390,Eigener Shop,K-15118,Kreditkarte,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5330,2026-05-22,freigegeben,eingegangen,AB-2026-14390,Eigener Shop,K-15118,Kreditkarte,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-5331,2026-03-19,freigegeben,eingegangen,AB-2026-14391,Amazon,K-12539,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5332,2026-04-05,freigegeben,eingegangen,AB-2026-14395,Eigener Shop,K-15149,Vorkasse,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5333,2026-07-02,freigegeben,eingegangen,AB-2026-14403,Eigener Shop,K-16665,Vorkasse,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5334,2026-02-17,freigegeben,eingegangen,AB-2026-14404,Amazon,K-16527,Vorkasse,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-5335,2026-03-23,freigegeben,eingegangen,AB-2026-14407,Zalando,K-13112,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5336,2026-02-25,freigegeben,eingegangen,AB-2026-14414,Eigener Shop,K-14341,PayPal,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5337,2026-03-03,freigegeben,eingegangen,AB-2026-14414,Eigener Shop,K-14341,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5338,2026-01-28,freigegeben,eingegangen,AB-2026-14434,Zalando,K-13765,Kreditkarte,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5339,2026-04-24,freigegeben,eingegangen,AB-2026-14436,Amazon,K-14991,Rechnungskauf,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-5339,2026-04-24,freigegeben,eingegangen,AB-2026-14436,Amazon,K-14991,Rechnungskauf,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5339,2026-04-24,freigegeben,eingegangen,AB-2026-14436,Amazon,K-14991,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-5340,2026-05-19,freigegeben,eingegangen,AB-2026-14437,Eigener Shop,K-16006,PayPal,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-5341,2026-06-12,freigegeben,eingegangen,AB-2026-14441,Zalando,K-10127,Rechnungskauf,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5342,2026-06-27,freigegeben,eingegangen,AB-2026-14445,Amazon,K-12178,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5343,2026-03-25,freigegeben,eingegangen,AB-2026-14448,Eigener Shop,K-13814,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5344,2026-06-06,freigegeben,eingegangen,AB-2026-14454,Eigener Shop,K-14298,PayPal,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5345,2026-03-24,freigegeben,eingegangen,AB-2026-14457,Amazon,K-14012,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5346,2026-04-03,freigegeben,eingegangen,AB-2026-14458,Eigener Shop,K-19792,Rechnungskauf,TEE-BAS-XL-OLI,T-Shirt Basic,XL,Oliv,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-5347,2026-06-10,freigegeben,eingegangen,AB-2026-14462,Eigener Shop,K-13856,PayPal,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5348,2026-03-05,freigegeben,eingegangen,AB-2026-14465,Eigener Shop,K-14781,Kreditkarte,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5349,2026-07-11,freigegeben,eingegangen,AB-2026-14469,Eigener Shop,K-14769,Rechnungskauf,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5350,2026-07-07,freigegeben,eingegangen,AB-2026-14471,Eigener Shop,K-19288,PayPal,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,Zu klein,Gutschrift,19.9,kundenretoure
RT-2026-5351,2026-05-09,freigegeben,eingegangen,AB-2026-14472,Amazon,K-18679,PayPal,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Falscher Artikel,Ersatzlieferung,89.9,kundenretoure
RT-2026-5352,2026-03-05,freigegeben,eingegangen,AB-2026-14478,Eigener Shop,K-19073,PayPal,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5353,2026-05-11,freigegeben,eingegangen,AB-2026-14483,Eigener Shop,K-13330,Rechnungskauf,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5354,2026-07-21,freigegeben,eingegangen,AB-2026-14488,Eigener Shop,K-17568,PayPal,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5355,2026-02-03,freigegeben,eingegangen,AB-2026-14489,Zalando,K-14247,Vorkasse,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5356,2026-03-17,freigegeben,eingegangen,AB-2026-14491,Zalando,K-13188,Kreditkarte,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5357,2026-04-18,freigegeben,eingegangen,AB-2026-14492,Eigener Shop,K-10442,Rechnungskauf,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-5358,2026-05-02,freigegeben,eingegangen,AB-2026-14492,Eigener Shop,K-10442,Rechnungskauf,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5359,2026-05-18,freigegeben,eingegangen,AB-2026-14492,Eigener Shop,K-10442,Rechnungskauf,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-5360,2026-04-12,freigegeben,eingegangen,AB-2026-14492,Eigener Shop,K-10442,Rechnungskauf,SOCK-3P-L-OLI,Sneaker Socken 3er-Pack,L,Oliv,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-5361,2026-06-28,freigegeben,eingegangen,AB-2026-14496,Amazon,K-19345,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5362,2026-06-27,freigegeben,eingegangen,AB-2026-14497,Eigener Shop,K-11002,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5363,2026-05-01,freigegeben,eingegangen,AB-2026-14500,Eigener Shop,K-15317,Kreditkarte,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5364,2026-06-01,freigegeben,eingegangen,AB-2026-14507,Amazon,K-13173,Rechnungskauf,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-5365,2026-07-03,freigegeben,eingegangen,AB-2026-14509,Eigener Shop,K-17568,Kreditkarte,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5366,2026-07-04,freigegeben,eingegangen,AB-2026-14511,Eigener Shop,K-11214,Vorkasse,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5367,2026-02-07,freigegeben,eingegangen,AB-2026-14512,Amazon,K-16023,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5368,2026-07-21,freigegeben,eingegangen,AB-2026-14525,Eigener Shop,K-16036,PayPal,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5369,2026-06-15,freigegeben,eingegangen,AB-2026-14527,Eigener Shop,K-12671,PayPal,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,Nicht mehr benoetigt,Gutschrift,19.9,kundenretoure
RT-2026-5370,2026-05-13,freigegeben,eingegangen,AB-2026-14530,Amazon,K-17742,Rechnungskauf,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5371,2026-07-04,freigegeben,eingegangen,AB-2026-14536,Eigener Shop,K-17875,Kreditkarte,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5372,2026-06-02,freigegeben,eingegangen,AB-2026-14537,Eigener Shop,K-19021,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5373,2026-05-13,freigegeben,eingegangen,AB-2026-14540,Zalando,K-15649,Rechnungskauf,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-5374,2026-04-15,freigegeben,eingegangen,AB-2026-14542,Eigener Shop,K-14134,PayPal,HOOD-ZP-S-WEI,Zip-Hoodie Heavy,S,Weiss,1,Entspricht nicht dem Foto,Gutschrift,89.9,kundenretoure
RT-2026-5375,2026-04-29,freigegeben,eingegangen,AB-2026-14547,Eigener Shop,K-16016,Rechnungskauf,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5375,2026-04-29,freigegeben,eingegangen,AB-2026-14547,Eigener Shop,K-16016,Rechnungskauf,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-5376,2026-07-16,freigegeben,eingegangen,AB-2026-14552,Eigener Shop,K-15649,Rechnungskauf,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-5377,2026-03-17,freigegeben,eingegangen,AB-2026-14553,Eigener Shop,K-11328,PayPal,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-5378,2026-02-14,freigegeben,eingegangen,AB-2026-14554,Amazon,K-12852,PayPal,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,Mangelhafte Qualitaet,Gutschrift,34.9,kundenretoure
RT-2026-5379,2026-03-06,freigegeben,eingegangen,AB-2026-14556,Zalando,K-19413,PayPal,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Beschaedigt angekommen,Ersatzlieferung,69.9,kundenretoure
RT-2026-5380,2026-06-15,freigegeben,eingegangen,AB-2026-14557,Eigener Shop,K-17694,PayPal,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5381,2026-05-17,freigegeben,eingegangen,AB-2026-14561,Eigener Shop,K-17551,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu spaet geliefert,Gutschrift,69.9,kundenretoure
RT-2026-5382,2026-05-04,freigegeben,eingegangen,AB-2026-14564,Zalando,K-15158,Rechnungskauf,CAP-LG-L-NAV,Cap Logo,L,Navy,1,Nicht mehr benoetigt,Gutschrift,24.9,kundenretoure
RT-2026-5383,2026-05-12,freigegeben,eingegangen,AB-2026-14568,Eigener Shop,K-14573,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-5384,2026-04-10,freigegeben,eingegangen,AB-2026-14570,Zalando,K-14989,PayPal,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5385,2026-05-14,freigegeben,eingegangen,AB-2026-14570,Zalando,K-14989,PayPal,HOOD-ZP-S-WEI,Zip-Hoodie Heavy,S,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5386,2026-05-09,freigegeben,eingegangen,AB-2026-14572,Eigener Shop,K-12407,Rechnungskauf,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5387,2026-01-19,freigegeben,eingegangen,AB-2026-14580,Eigener Shop,K-17875,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5388,2026-05-11,freigegeben,eingegangen,AB-2026-14582,Amazon,K-19864,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5389,2026-07-02,freigegeben,eingegangen,AB-2026-14590,Eigener Shop,K-16887,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5390,2026-02-20,freigegeben,eingegangen,AB-2026-14591,Eigener Shop,K-18956,Vorkasse,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5391,2026-05-22,freigegeben,eingegangen,AB-2026-14594,Eigener Shop,K-18599,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5392,2026-06-20,freigegeben,eingegangen,AB-2026-14595,Amazon,K-12327,Kreditkarte,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5393,2026-07-08,freigegeben,eingegangen,AB-2026-14596,Eigener Shop,K-14750,Kreditkarte,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-5394,2026-06-06,freigegeben,eingegangen,AB-2026-14599,Amazon,K-10807,Rechnungskauf,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5395,2026-05-30,freigegeben,eingegangen,AB-2026-14602,Zalando,K-18548,PayPal,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5396,2026-03-23,freigegeben,eingegangen,AB-2026-14606,Eigener Shop,K-10001,Vorkasse,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-5397,2026-05-21,freigegeben,eingegangen,AB-2026-14612,Amazon,K-18558,PayPal,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5398,2026-04-26,freigegeben,eingegangen,AB-2026-14615,Eigener Shop,K-10594,Vorkasse,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5399,2026-03-03,freigegeben,eingegangen,AB-2026-14627,Amazon,K-17206,Rechnungskauf,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5400,2026-06-04,freigegeben,eingegangen,AB-2026-14630,Zalando,K-15338,Rechnungskauf,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5401,2026-06-30,freigegeben,eingegangen,AB-2026-14632,Eigener Shop,K-12473,Kreditkarte,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5402,2026-01-25,freigegeben,eingegangen,AB-2026-14637,Zalando,K-15083,PayPal,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-5403,2026-03-10,freigegeben,eingegangen,AB-2026-14638,Amazon,K-17087,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-5404,2026-03-04,freigegeben,eingegangen,AB-2026-14642,Amazon,K-16713,Vorkasse,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-5405,2026-02-27,freigegeben,eingegangen,AB-2026-14647,Eigener Shop,K-16705,Vorkasse,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5406,2026-03-28,freigegeben,eingegangen,AB-2026-14655,Zalando,K-18259,Rechnungskauf,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5407,2026-04-04,freigegeben,eingegangen,AB-2026-14661,Amazon,K-16691,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5408,2026-05-03,freigegeben,eingegangen,AB-2026-14662,Eigener Shop,K-12822,Rechnungskauf,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5409,2026-04-05,freigegeben,eingegangen,AB-2026-14664,Eigener Shop,K-11880,PayPal,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5410,2026-04-27,freigegeben,eingegangen,AB-2026-14665,Eigener Shop,K-17080,Kreditkarte,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-5411,2026-03-04,freigegeben,eingegangen,AB-2026-14681,Eigener Shop,K-15751,Kreditkarte,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5412,2026-03-03,freigegeben,eingegangen,AB-2026-14684,Eigener Shop,K-14598,Vorkasse,CAP-LG-XL-WEI,Cap Logo,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,24.9,kundenretoure
RT-2026-5413,2026-04-01,freigegeben,eingegangen,AB-2026-14685,Eigener Shop,K-14555,Kreditkarte,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5414,2026-03-28,freigegeben,eingegangen,AB-2026-14687,Eigener Shop,K-14826,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-5415,2026-06-07,freigegeben,eingegangen,AB-2026-14689,Eigener Shop,K-14809,Vorkasse,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5416,2026-05-06,freigegeben,eingegangen,AB-2026-14697,Amazon,K-11353,PayPal,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5417,2026-03-02,freigegeben,eingegangen,AB-2026-14698,Amazon,K-16727,PayPal,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5418,2026-05-06,freigegeben,eingegangen,AB-2026-14699,Amazon,K-19019,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu spaet geliefert,Gutschrift,69.9,kundenretoure
RT-2026-5419,2026-05-01,freigegeben,eingegangen,AB-2026-14704,Amazon,K-18821,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5420,2026-06-25,freigegeben,eingegangen,AB-2026-14705,Eigener Shop,K-10442,Rechnungskauf,SOCK-3P-XS-WEI,Sneaker Socken 3er-Pack,XS,Weiss,1,Zu gross,Gutschrift,19.9,kundenretoure
RT-2026-5421,2026-07-09,freigegeben,eingegangen,AB-2026-14705,Eigener Shop,K-10442,Rechnungskauf,SOCK-3P-M-WEI,Sneaker Socken 3er-Pack,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,19.9,kundenretoure
RT-2026-5422,2026-05-16,freigegeben,eingegangen,AB-2026-14707,Eigener Shop,K-12557,Kreditkarte,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5423,2026-02-14,freigegeben,eingegangen,AB-2026-14711,Amazon,K-10309,Kreditkarte,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5424,2026-03-29,freigegeben,eingegangen,AB-2026-14715,Eigener Shop,K-12081,Rechnungskauf,SOCK-3P-XS-WEI,Sneaker Socken 3er-Pack,XS,Weiss,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-5425,2026-04-15,freigegeben,eingegangen,AB-2026-14718,Eigener Shop,K-18299,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-5426,2026-03-01,freigegeben,eingegangen,AB-2026-14720,Amazon,K-14819,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5427,2026-07-16,freigegeben,eingegangen,AB-2026-14721,Eigener Shop,K-17781,Vorkasse,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-5428,2026-02-28,freigegeben,eingegangen,AB-2026-14723,Eigener Shop,K-14903,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5429,2026-04-14,freigegeben,eingegangen,AB-2026-14726,Eigener Shop,K-18226,PayPal,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,Zu gross,Gutschrift,89.9,kundenretoure
RT-2026-5430,2026-06-24,freigegeben,eingegangen,AB-2026-14742,Eigener Shop,K-16263,PayPal,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-5431,2026-04-02,freigegeben,eingegangen,AB-2026-14743,Eigener Shop,K-15188,Rechnungskauf,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5432,2026-03-15,freigegeben,eingegangen,AB-2026-14744,Eigener Shop,K-16465,Rechnungskauf,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-5433,2026-03-13,freigegeben,eingegangen,AB-2026-14751,Eigener Shop,K-19082,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5434,2026-05-05,freigegeben,eingegangen,AB-2026-14759,Eigener Shop,K-15528,PayPal,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5435,2026-04-29,freigegeben,eingegangen,AB-2026-14759,Eigener Shop,K-15528,PayPal,TEE-BAS-M-WEI,T-Shirt Basic,M,Weiss,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
